embedding,embedding_size,regressor,hyperparams,seed,accuracy,tpr,tnr,precision,recall,g_mean,tn,fp,fn,tp
nomic512,512,mlp,num_layers-2_dropout-0.3,823,0.9830,0.9794,0.9866,0.9865,0.9794,0.9830,4933,67,103,4897
nomic512,512,mlp,num_layers-2_dropout-0.3,950,0.9851,0.9874,0.9828,0.9829,0.9874,0.9851,4914,86,63,4937
nomic512,512,mlp,num_layers-2_dropout-0.3,686,0.9839,0.9848,0.9830,0.9830,0.9848,0.9839,4915,85,76,4924
nomic512,512,mlp,num_layers-2_dropout-0.3,319,0.9844,0.9858,0.9830,0.9830,0.9858,0.9844,4915,85,71,4929
nomic512,512,mlp,num_layers-2_dropout-0.3,84,0.9846,0.9844,0.9848,0.9848,0.9844,0.9846,4924,76,78,4922
nomic512,512,mlp,num_layers-3_dropout-0.1,823,0.9879,0.9830,0.9928,0.9927,0.9830,0.9879,4964,36,85,4915
nomic512,512,mlp,num_layers-3_dropout-0.1,950,0.9885,0.9880,0.9890,0.9890,0.9880,0.9885,4945,55,60,4940
nomic512,512,mlp,num_layers-3_dropout-0.1,686,0.9885,0.9900,0.9870,0.9870,0.9900,0.9885,4935,65,50,4950
nomic512,512,mlp,num_layers-3_dropout-0.1,319,0.9897,0.9892,0.9902,0.9902,0.9892,0.9897,4951,49,54,4946
nomic512,512,mlp,num_layers-3_dropout-0.1,84,0.9890,0.9876,0.9904,0.9904,0.9876,0.9890,4952,48,62,4938
nomic512,512,mlp,num_layers-3_dropout-0.2,823,0.9878,0.9834,0.9922,0.9921,0.9834,0.9878,4961,39,83,4917
nomic512,512,mlp,num_layers-3_dropout-0.2,950,0.9886,0.9882,0.9890,0.9890,0.9882,0.9886,4945,55,59,4941
nomic512,512,mlp,num_layers-3_dropout-0.2,686,0.9883,0.9890,0.9876,0.9876,0.9890,0.9883,4938,62,55,4945
nomic512,512,mlp,num_layers-3_dropout-0.2,319,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,4948,52,52,4948
nomic512,512,mlp,num_layers-3_dropout-0.2,84,0.9885,0.9862,0.9908,0.9908,0.9862,0.9885,4954,46,69,4931
nomic512,512,mlp,num_layers-3_dropout-0.3,823,0.9880,0.9842,0.9918,0.9917,0.9842,0.9880,4959,41,79,4921
nomic512,512,mlp,num_layers-3_dropout-0.3,950,0.9882,0.9880,0.9884,0.9884,0.9880,0.9882,4942,58,60,4940
nomic512,512,mlp,num_layers-3_dropout-0.3,686,0.9880,0.9884,0.9876,0.9876,0.9884,0.9880,4938,62,58,4942
nomic512,512,mlp,num_layers-3_dropout-0.3,319,0.9898,0.9908,0.9888,0.9888,0.9908,0.9898,4944,56,46,4954
nomic512,512,mlp,num_layers-3_dropout-0.3,84,0.9885,0.9880,0.9890,0.9890,0.9880,0.9885,4945,55,60,4940
nomic64,64,svm,kernel-linear,823,0.9295,0.9382,0.9208,0.9222,0.9382,0.9295,4604,396,309,4691
nomic64,64,svm,kernel-poly,823,0.9714,0.9764,0.9664,0.9667,0.9764,0.9714,4832,168,118,4882
nomic64,64,svm,kernel-rbf,823,0.9673,0.9734,0.9612,0.9617,0.9734,0.9673,4806,194,133,4867
nomic64,64,svm,kernel-sigmoid,823,0.8672,0.8584,0.8760,0.8738,0.8584,0.8672,4380,620,708,4292
nomic64,64,logistic_regression,max_iter-50,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,logistic_regression,max_iter-100,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,logistic_regression,max_iter-500,823,0.9287,0.9334,0.9240,0.9247,0.9334,0.9287,4620,380,333,4667
nomic64,64,random_forest,n_estimators-80,823,0.9457,0.9436,0.9478,0.9476,0.9436,0.9457,4739,261,282,4718
nomic64,64,random_forest,n_estimators-80,950,0.9447,0.9448,0.9446,0.9446,0.9448,0.9447,4723,277,276,4724
nomic64,64,random_forest,n_estimators-80,686,0.9462,0.9460,0.9464,0.9464,0.9460,0.9462,4732,268,270,4730
nomic64,64,random_forest,n_estimators-80,319,0.9461,0.9428,0.9494,0.9491,0.9428,0.9461,4747,253,286,4714
nomic64,64,random_forest,n_estimators-80,84,0.9462,0.9432,0.9492,0.9489,0.9432,0.9462,4746,254,284,4716
nomic64,64,random_forest,n_estimators-100,823,0.9473,0.9452,0.9494,0.9492,0.9452,0.9473,4747,253,274,4726
nomic64,64,random_forest,n_estimators-100,950,0.9472,0.9474,0.9470,0.9470,0.9474,0.9472,4735,265,263,4737
nomic64,64,random_forest,n_estimators-100,686,0.9464,0.9454,0.9474,0.9473,0.9454,0.9464,4737,263,273,4727
nomic64,64,random_forest,n_estimators-100,319,0.9458,0.9426,0.9490,0.9487,0.9426,0.9458,4745,255,287,4713
nomic64,64,random_forest,n_estimators-100,84,0.9467,0.9442,0.9492,0.9489,0.9442,0.9467,4746,254,279,4721
nomic64,64,random_forest,n_estimators-200,823,0.9471,0.9458,0.9484,0.9483,0.9458,0.9471,4742,258,271,4729
nomic64,64,random_forest,n_estimators-200,950,0.9486,0.9478,0.9494,0.9493,0.9478,0.9486,4747,253,261,4739
nomic64,64,random_forest,n_estimators-200,686,0.9487,0.9476,0.9498,0.9497,0.9476,0.9487,4749,251,262,4738
nomic64,64,random_forest,n_estimators-200,319,0.9482,0.9472,0.9492,0.9491,0.9472,0.9482,4746,254,264,4736
nomic64,64,random_forest,n_estimators-200,84,0.9491,0.9474,0.9508,0.9506,0.9474,0.9491,4754,246,263,4737
nomic64,64,naive_bayes,none-n,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-o,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-n,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,naive_bayes,none-e,823,0.8924,0.8936,0.8912,0.8915,0.8936,0.8924,4456,544,532,4468
nomic64,64,mlp,num_layers-2_dropout-0.1,823,0.9400,0.9448,0.9352,0.9358,0.9448,0.9400,4676,324,276,4724
nomic64,64,mlp,num_layers-2_dropout-0.1,950,0.9434,0.9506,0.9362,0.9371,0.9506,0.9434,4681,319,247,4753
nomic64,64,mlp,num_layers-2_dropout-0.1,686,0.9419,0.9498,0.9340,0.9350,0.9498,0.9419,4670,330,251,4749
nomic64,64,mlp,num_layers-2_dropout-0.1,319,0.9448,0.9494,0.9402,0.9407,0.9494,0.9448,4701,299,253,4747
nomic64,64,mlp,num_layers-2_dropout-0.1,84,0.9411,0.9508,0.9314,0.9327,0.9508,0.9411,4657,343,246,4754
nomic64,64,mlp,num_layers-2_dropout-0.2,823,0.9403,0.9444,0.9362,0.9367,0.9444,0.9403,4681,319,278,4722
nomic64,64,mlp,num_layers-2_dropout-0.2,950,0.9428,0.9496,0.9360,0.9369,0.9496,0.9428,4680,320,252,4748
nomic64,64,mlp,num_layers-2_dropout-0.2,686,0.9414,0.9492,0.9336,0.9346,0.9492,0.9414,4668,332,254,4746
nomic64,64,mlp,num_layers-2_dropout-0.2,319,0.9440,0.9500,0.9380,0.9387,0.9500,0.9440,4690,310,250,4750
nomic64,64,mlp,num_layers-2_dropout-0.2,84,0.9405,0.9490,0.9320,0.9331,0.9490,0.9405,4660,340,255,4745
nomic64,64,mlp,num_layers-2_dropout-0.3,823,0.9403,0.9450,0.9356,0.9362,0.9450,0.9403,4678,322,275,4725
nomic64,64,mlp,num_layers-2_dropout-0.3,950,0.9424,0.9488,0.9360,0.9368,0.9488,0.9424,4680,320,256,4744
nomic64,64,mlp,num_layers-2_dropout-0.3,686,0.9408,0.9484,0.9332,0.9342,0.9484,0.9408,4666,334,258,4742
nomic64,64,mlp,num_layers-2_dropout-0.3,319,0.9426,0.9480,0.9372,0.9379,0.9480,0.9426,4686,314,260,4740
nomic64,64,mlp,num_layers-2_dropout-0.3,84,0.9397,0.9464,0.9330,0.9339,0.9464,0.9397,4665,335,268,4732
nomic64,64,mlp,num_layers-3_dropout-0.1,823,0.9650,0.9702,0.9598,0.9602,0.9702,0.9650,4799,201,149,4851
nomic64,64,mlp,num_layers-3_dropout-0.1,950,0.9620,0.9618,0.9622,0.9622,0.9618,0.9620,4811,189,191,4809
nomic64,64,mlp,num_layers-3_dropout-0.1,686,0.9649,0.9684,0.9614,0.9617,0.9684,0.9649,4807,193,158,4842
nomic64,64,mlp,num_layers-3_dropout-0.1,319,0.9642,0.9650,0.9634,0.9635,0.9650,0.9642,4817,183,175,4825
nomic64,64,mlp,num_layers-3_dropout-0.1,84,0.9654,0.9688,0.9620,0.9623,0.9688,0.9654,4810,190,156,4844
nomic64,64,mlp,num_layers-3_dropout-0.2,823,0.9622,0.9688,0.9556,0.9562,0.9688,0.9622,4778,222,156,4844
nomic64,64,mlp,num_layers-3_dropout-0.2,950,0.9604,0.9632,0.9576,0.9578,0.9632,0.9604,4788,212,184,4816
nomic64,64,mlp,num_layers-3_dropout-0.2,686,0.9625,0.9674,0.9576,0.9580,0.9674,0.9625,4788,212,163,4837
nomic64,64,mlp,num_layers-3_dropout-0.2,319,0.9611,0.9628,0.9594,0.9595,0.9628,0.9611,4797,203,186,4814
nomic64,64,mlp,num_layers-3_dropout-0.2,84,0.9629,0.9680,0.9578,0.9582,0.9680,0.9629,4789,211,160,4840
nomic64,64,mlp,num_layers-3_dropout-0.3,823,0.9595,0.9662,0.9528,0.9534,0.9662,0.9595,4764,236,169,4831
nomic64,64,mlp,num_layers-3_dropout-0.3,950,0.9588,0.9650,0.9526,0.9532,0.9650,0.9588,4763,237,175,4825
nomic64,64,mlp,num_layers-3_dropout-0.3,686,0.9590,0.9670,0.9510,0.9518,0.9670,0.9590,4755,245,165,4835
nomic64,64,mlp,num_layers-3_dropout-0.3,319,0.9604,0.9642,0.9566,0.9569,0.9642,0.9604,4783,217,179,4821
nomic64,64,mlp,num_layers-3_dropout-0.3,84,0.9597,0.9654,0.9540,0.9545,0.9654,0.9597,4770,230,173,4827
nomic768,768,svm,kernel-linear,823,0.9866,0.9896,0.9836,0.9837,0.9896,0.9866,4918,82,52,4948
nomic768,768,svm,kernel-poly,823,0.9930,0.9950,0.9910,0.9910,0.9950,0.9930,4955,45,25,4975
nomic768,768,svm,kernel-rbf,823,0.9920,0.9944,0.9896,0.9896,0.9944,0.9920,4948,52,28,4972
nomic768,768,svm,kernel-sigmoid,823,0.9779,0.9810,0.9748,0.9750,0.9810,0.9779,4874,126,95,4905
nomic768,768,logistic_regression,max_iter-50,823,0.9810,0.9862,0.9758,0.9760,0.9862,0.9810,4879,121,69,4931
nomic768,768,logistic_regression,max_iter-100,823,0.9810,0.9862,0.9758,0.9760,0.9862,0.9810,4879,121,69,4931
nomic768,768,logistic_regression,max_iter-500,823,0.9810,0.9862,0.9758,0.9760,0.9862,0.9810,4879,121,69,4931
nomic768,768,random_forest,n_estimators-80,823,0.9747,0.9834,0.9660,0.9666,0.9834,0.9747,4830,170,83,4917
nomic768,768,random_forest,n_estimators-80,950,0.9765,0.9828,0.9702,0.9706,0.9828,0.9765,4851,149,86,4914
nomic768,768,random_forest,n_estimators-80,686,0.9724,0.9802,0.9646,0.9651,0.9802,0.9724,4823,177,99,4901
nomic768,768,random_forest,n_estimators-80,319,0.9752,0.9830,0.9674,0.9679,0.9830,0.9752,4837,163,85,4915
nomic768,768,random_forest,n_estimators-80,84,0.9758,0.9840,0.9676,0.9681,0.9840,0.9758,4838,162,80,4920
nomic768,768,random_forest,n_estimators-100,823,0.9758,0.9842,0.9674,0.9679,0.9842,0.9758,4837,163,79,4921
nomic768,768,random_forest,n_estimators-100,950,0.9766,0.9842,0.9690,0.9695,0.9842,0.9766,4845,155,79,4921
nomic768,768,random_forest,n_estimators-100,686,0.9731,0.9816,0.9646,0.9652,0.9816,0.9731,4823,177,92,4908
nomic768,768,random_forest,n_estimators-100,319,0.9758,0.9834,0.9682,0.9687,0.9834,0.9758,4841,159,83,4917
nomic768,768,random_forest,n_estimators-100,84,0.9756,0.9848,0.9664,0.9670,0.9848,0.9756,4832,168,76,4924
nomic768,768,random_forest,n_estimators-200,823,0.9768,0.9850,0.9686,0.9691,0.9850,0.9768,4843,157,75,4925
nomic768,768,random_forest,n_estimators-200,950,0.9772,0.9852,0.9692,0.9697,0.9852,0.9772,4846,154,74,4926
nomic768,768,random_forest,n_estimators-200,686,0.9755,0.9844,0.9666,0.9672,0.9844,0.9755,4833,167,78,4922
nomic768,768,random_forest,n_estimators-200,319,0.9769,0.9856,0.9682,0.9687,0.9856,0.9769,4841,159,72,4928
nomic768,768,random_forest,n_estimators-200,84,0.9759,0.9852,0.9666,0.9672,0.9852,0.9759,4833,167,74,4926
nomic768,768,naive_bayes,none-n,823,0.9458,0.9752,0.9164,0.9210,0.9752,0.9453,4582,418,124,4876
nomic768,768,naive_bayes,none-o,823,0.9458,0.9752,0.9164,0.9210,0.9752,0.9453,4582,418,124,4876
nomic768,768,naive_bayes,none-n,823,0.9458,0.9752,0.9164,0.9210,0.9752,0.9453,4582,418,124,4876
nomic768,768,naive_bayes,none-e,823,0.9458,0.9752,0.9164,0.9210,0.9752,0.9453,4582,418,124,4876
nomic768,768,mlp,num_layers-2_dropout-0.1,823,0.9865,0.9878,0.9852,0.9852,0.9878,0.9865,4926,74,61,4939
nomic768,768,mlp,num_layers-2_dropout-0.1,950,0.9871,0.9876,0.9866,0.9866,0.9876,0.9871,4933,67,62,4938
nomic768,768,mlp,num_layers-2_dropout-0.1,686,0.9869,0.9878,0.9860,0.9860,0.9878,0.9869,4930,70,61,4939
nomic768,768,mlp,num_layers-2_dropout-0.1,319,0.9865,0.9894,0.9836,0.9837,0.9894,0.9865,4918,82,53,4947
nomic768,768,mlp,num_layers-2_dropout-0.1,84,0.9868,0.9910,0.9826,0.9827,0.9910,0.9868,4913,87,45,4955
nomic768,768,mlp,num_layers-2_dropout-0.2,823,0.9862,0.9886,0.9838,0.9839,0.9886,0.9862,4919,81,57,4943
nomic768,768,mlp,num_layers-2_dropout-0.2,950,0.9874,0.9880,0.9868,0.9868,0.9880,0.9874,4934,66,60,4940
nomic768,768,mlp,num_layers-2_dropout-0.2,686,0.9865,0.9876,0.9854,0.9854,0.9876,0.9865,4927,73,62,4938
nomic768,768,mlp,num_layers-2_dropout-0.2,319,0.9863,0.9894,0.9832,0.9833,0.9894,0.9863,4916,84,53,4947
nomic768,768,mlp,num_layers-2_dropout-0.2,84,0.9870,0.9912,0.9828,0.9829,0.9912,0.9870,4914,86,44,4956
nomic768,768,mlp,num_layers-2_dropout-0.3,823,0.9860,0.9878,0.9842,0.9843,0.9878,0.9860,4921,79,61,4939
nomic768,768,mlp,num_layers-2_dropout-0.3,950,0.9865,0.9876,0.9854,0.9854,0.9876,0.9865,4927,73,62,4938
nomic768,768,mlp,num_layers-2_dropout-0.3,686,0.9858,0.9878,0.9838,0.9839,0.9878,0.9858,4919,81,61,4939
nomic768,768,mlp,num_layers-2_dropout-0.3,319,0.9860,0.9892,0.9828,0.9829,0.9892,0.9860,4914,86,54,4946
nomic768,768,mlp,num_layers-2_dropout-0.3,84,0.9865,0.9902,0.9828,0.9829,0.9902,0.9865,4914,86,49,4951
nomic768,768,mlp,num_layers-3_dropout-0.1,823,0.9903,0.9924,0.9882,0.9882,0.9924,0.9903,4941,59,38,4962
nomic768,768,mlp,num_layers-3_dropout-0.1,950,0.9892,0.9870,0.9914,0.9914,0.9870,0.9892,4957,43,65,4935
nomic768,768,mlp,num_layers-3_dropout-0.1,686,0.9894,0.9890,0.9898,0.9898,0.9890,0.9894,4949,51,55,4945
nomic768,768,mlp,num_layers-3_dropout-0.1,319,0.9902,0.9946,0.9858,0.9859,0.9946,0.9902,4929,71,27,4973
nomic768,768,mlp,num_layers-3_dropout-0.1,84,0.9896,0.9942,0.9850,0.9851,0.9942,0.9896,4925,75,29,4971
nomic768,768,mlp,num_layers-3_dropout-0.2,823,0.9901,0.9918,0.9884,0.9884,0.9918,0.9901,4942,58,41,4959
nomic768,768,mlp,num_layers-3_dropout-0.2,950,0.9899,0.9892,0.9906,0.9906,0.9892,0.9899,4953,47,54,4946
nomic768,768,mlp,num_layers-3_dropout-0.2,686,0.9893,0.9880,0.9906,0.9906,0.9880,0.9893,4953,47,60,4940
nomic768,768,mlp,num_layers-3_dropout-0.2,319,0.9896,0.9930,0.9862,0.9863,0.9930,0.9896,4931,69,35,4965
nomic768,768,mlp,num_layers-3_dropout-0.2,84,0.9893,0.9936,0.9850,0.9851,0.9936,0.9893,4925,75,32,4968
nomic768,768,mlp,num_layers-3_dropout-0.3,823,0.9899,0.9918,0.9880,0.9880,0.9918,0.9899,4940,60,41,4959
nomic768,768,mlp,num_layers-3_dropout-0.3,950,0.9898,0.9904,0.9892,0.9892,0.9904,0.9898,4946,54,48,4952
nomic768,768,mlp,num_layers-3_dropout-0.3,686,0.9889,0.9884,0.9894,0.9894,0.9884,0.9889,4947,53,58,4942
nomic768,768,mlp,num_layers-3_dropout-0.3,319,0.9890,0.9912,0.9868,0.9869,0.9912,0.9890,4934,66,44,4956
nomic768,768,mlp,num_layers-3_dropout-0.3,84,0.9887,0.9934,0.9840,0.9841,0.9934,0.9887,4920,80,33,4967
para,1024,svm,kernel-linear,823,0.9929,0.9912,0.9946,0.9946,0.9912,0.9929,4973,27,44,4956
para,1024,svm,kernel-poly,823,0.9956,0.9960,0.9952,0.9952,0.9960,0.9956,4976,24,20,4980
para,1024,svm,kernel-rbf,823,0.9967,0.9958,0.9976,0.9976,0.9958,0.9967,4988,12,21,4979
para,1024,svm,kernel-sigmoid,823,0.9831,0.9794,0.9868,0.9867,0.9794,0.9831,4934,66,103,4897
para,1024,logistic_regression,max_iter-50,823,0.9919,0.9902,0.9936,0.9936,0.9902,0.9919,4968,32,49,4951
para,1024,logistic_regression,max_iter-100,823,0.9919,0.9902,0.9936,0.9936,0.9902,0.9919,4968,32,49,4951
para,1024,logistic_regression,max_iter-500,823,0.9919,0.9902,0.9936,0.9936,0.9902,0.9919,4968,32,49,4951
para,1024,random_forest,n_estimators-80,823,0.9861,0.9894,0.9828,0.9829,0.9894,0.9861,4914,86,53,4947
para,1024,random_forest,n_estimators-80,950,0.9853,0.9898,0.9808,0.9810,0.9898,0.9853,4904,96,51,4949
para,1024,random_forest,n_estimators-80,686,0.9876,0.9904,0.9848,0.9849,0.9904,0.9876,4924,76,48,4952
para,1024,random_forest,n_estimators-80,319,0.9869,0.9898,0.9840,0.9841,0.9898,0.9869,4920,80,51,4949
para,1024,random_forest,n_estimators-80,84,0.9875,0.9908,0.9842,0.9843,0.9908,0.9875,4921,79,46,4954
para,1024,random_forest,n_estimators-100,823,0.9862,0.9906,0.9818,0.9820,0.9906,0.9862,4909,91,47,4953
para,1024,random_forest,n_estimators-100,950,0.9856,0.9896,0.9816,0.9817,0.9896,0.9856,4908,92,52,4948
para,1024,random_forest,n_estimators-100,686,0.9869,0.9902,0.9836,0.9837,0.9902,0.9869,4918,82,49,4951
para,1024,random_forest,n_estimators-100,319,0.9873,0.9904,0.9842,0.9843,0.9904,0.9873,4921,79,48,4952
para,1024,random_forest,n_estimators-100,84,0.9875,0.9900,0.9850,0.9851,0.9900,0.9875,4925,75,50,4950
para,1024,random_forest,n_estimators-200,823,0.9868,0.9910,0.9826,0.9827,0.9910,0.9868,4913,87,45,4955
para,1024,random_forest,n_estimators-200,950,0.9863,0.9902,0.9824,0.9825,0.9902,0.9863,4912,88,49,4951
para,1024,random_forest,n_estimators-200,686,0.9880,0.9910,0.9850,0.9851,0.9910,0.9880,4925,75,45,4955
para,1024,random_forest,n_estimators-200,319,0.9874,0.9910,0.9838,0.9839,0.9910,0.9874,4919,81,45,4955
para,1024,random_forest,n_estimators-200,84,0.9873,0.9898,0.9848,0.9849,0.9898,0.9873,4924,76,51,4949
para,1024,naive_bayes,none-n,823,0.9054,0.9870,0.8238,0.8485,0.9870,0.9017,4119,881,65,4935
para,1024,naive_bayes,none-o,823,0.9054,0.9870,0.8238,0.8485,0.9870,0.9017,4119,881,65,4935
para,1024,naive_bayes,none-n,823,0.9054,0.9870,0.8238,0.8485,0.9870,0.9017,4119,881,65,4935
para,1024,naive_bayes,none-e,823,0.9054,0.9870,0.8238,0.8485,0.9870,0.9017,4119,881,65,4935
para,1024,mlp,num_layers-2_dropout-0.1,823,0.9923,0.9920,0.9926,0.9926,0.9920,0.9923,4963,37,40,4960
para,1024,mlp,num_layers-2_dropout-0.1,950,0.9931,0.9926,0.9936,0.9936,0.9926,0.9931,4968,32,37,4963
para,1024,mlp,num_layers-2_dropout-0.1,686,0.9932,0.9934,0.9930,0.9930,0.9934,0.9932,4965,35,33,4967
para,1024,mlp,num_layers-2_dropout-0.1,319,0.9929,0.9910,0.9948,0.9948,0.9910,0.9929,4974,26,45,4955
para,1024,mlp,num_layers-2_dropout-0.1,84,0.9927,0.9916,0.9938,0.9938,0.9916,0.9927,4969,31,42,4958
para,1024,mlp,num_layers-2_dropout-0.2,823,0.9928,0.9924,0.9932,0.9932,0.9924,0.9928,4966,34,38,4962
para,1024,mlp,num_layers-2_dropout-0.2,950,0.9927,0.9920,0.9934,0.9934,0.9920,0.9927,4967,33,40,4960
para,1024,mlp,num_layers-2_dropout-0.2,686,0.9932,0.9930,0.9934,0.9934,0.9930,0.9932,4967,33,35,4965
para,1024,mlp,num_layers-2_dropout-0.2,319,0.9929,0.9910,0.9948,0.9948,0.9910,0.9929,4974,26,45,4955
para,1024,mlp,num_layers-2_dropout-0.2,84,0.9927,0.9914,0.9940,0.9940,0.9914,0.9927,4970,30,43,4957
para,1024,mlp,num_layers-2_dropout-0.3,823,0.9926,0.9922,0.9930,0.9930,0.9922,0.9926,4965,35,39,4961
para,1024,mlp,num_layers-2_dropout-0.3,950,0.9928,0.9920,0.9936,0.9936,0.9920,0.9928,4968,32,40,4960
para,1024,mlp,num_layers-2_dropout-0.3,686,0.9928,0.9924,0.9932,0.9932,0.9924,0.9928,4966,34,38,4962
para,1024,mlp,num_layers-2_dropout-0.3,319,0.9929,0.9908,0.9950,0.9950,0.9908,0.9929,4975,25,46,4954
para,1024,mlp,num_layers-2_dropout-0.3,84,0.9927,0.9916,0.9938,0.9938,0.9916,0.9927,4969,31,42,4958
para,1024,mlp,num_layers-3_dropout-0.1,823,0.9937,0.9960,0.9914,0.9914,0.9960,0.9937,4957,43,20,4980
para,1024,mlp,num_layers-3_dropout-0.1,950,0.9933,0.9952,0.9914,0.9914,0.9952,0.9933,4957,43,24,4976
para,1024,mlp,num_layers-3_dropout-0.1,686,0.9933,0.9958,0.9908,0.9908,0.9958,0.9933,4954,46,21,4979
para,1024,mlp,num_layers-3_dropout-0.1,319,0.9947,0.9938,0.9956,0.9956,0.9938,0.9947,4978,22,31,4969
para,1024,mlp,num_layers-3_dropout-0.1,84,0.9937,0.9948,0.9926,0.9926,0.9948,0.9937,4963,37,26,4974
para,1024,mlp,num_layers-3_dropout-0.2,823,0.9940,0.9960,0.9920,0.9920,0.9960,0.9940,4960,40,20,4980
para,1024,mlp,num_layers-3_dropout-0.2,950,0.9927,0.9960,0.9894,0.9895,0.9960,0.9927,4947,53,20,4980
para,1024,mlp,num_layers-3_dropout-0.2,686,0.9934,0.9954,0.9914,0.9914,0.9954,0.9934,4957,43,23,4977
para,1024,mlp,num_layers-3_dropout-0.2,319,0.9944,0.9932,0.9956,0.9956,0.9932,0.9944,4978,22,34,4966
para,1024,mlp,num_layers-3_dropout-0.2,84,0.9941,0.9948,0.9934,0.9934,0.9948,0.9941,4967,33,26,4974
para,1024,mlp,num_layers-3_dropout-0.3,823,0.9941,0.9958,0.9924,0.9924,0.9958,0.9941,4962,38,21,4979
para,1024,mlp,num_layers-3_dropout-0.3,950,0.9934,0.9960,0.9908,0.9908,0.9960,0.9934,4954,46,20,4980
para,1024,mlp,num_layers-3_dropout-0.3,686,0.9937,0.9958,0.9916,0.9916,0.9958,0.9937,4958,42,21,4979
para,1024,mlp,num_layers-3_dropout-0.3,319,0.9947,0.9938,0.9956,0.9956,0.9938,0.9947,4978,22,31,4969
para,1024,mlp,num_layers-3_dropout-0.3,84,0.9939,0.9944,0.9934,0.9934,0.9944,0.9939,4967,33,28,4972
