embedding,embedding_size,regressor,hyperparams,accuracy_mean,accuracy_min,accuracy_max,accuracy_std,tpr_mean,tpr_min,tpr_max,tpr_std,tnr_mean,tnr_min,tnr_max,tnr_std,precision_mean,precision_min,precision_max,precision_std,recall_mean,recall_min,recall_max,recall_std,g_mean_mean,g_mean_min,g_mean_max,g_mean_std,tn_mean,tn_min,tn_max,tn_std,fp_mean,fp_min,fp_max,fp_std,fn_mean,fn_min,fn_max,fn_std,tp_mean,tp_min,tp_max,tp_std
nomic512,512,naive_bayes,none-o,0.9443,0.9443,0.9443,,0.9668,0.9668,0.9668,,0.9218,0.9218,0.9218,,0.9252,0.9252,0.9252,,0.9668,0.9668,0.9668,,0.9440,0.9440,0.9440,,4609.0000,4609,4609,,391.0000,391,391,,166.0000,166,166,,4834.0000,4834,4834,
nomic512,512,random_forest,n_estimators-100,0.9724,0.9716,0.9739,0.0009,0.9801,0.9780,0.9824,0.0016,0.9646,0.9636,0.9654,0.0010,0.9652,0.9642,0.9660,0.0009,0.9801,0.9780,0.9824,0.0016,0.9723,0.9716,0.9739,0.0009,4823.2000,4818,4827,4.7645,176.8000,173,182,4.7645,99.6000,88,110,8.2037,4900.4000,4890,4912,8.2037
nomic512,512,random_forest,n_estimators-200,0.9739,0.9731,0.9748,0.0007,0.9822,0.9810,0.9838,0.0012,0.9656,0.9652,0.9660,0.0004,0.9662,0.9657,0.9666,0.0004,0.9822,0.9810,0.9838,0.0012,0.9739,0.9731,0.9748,0.0007,4828.2000,4826,4830,2.0494,171.8000,170,174,2.0494,89.0000,81,95,5.7879,4911.0000,4905,4919,5.7879
nomic512,512,random_forest,n_estimators-80,0.9719,0.9710,0.9733,0.0009,0.9795,0.9788,0.9810,0.0009,0.9642,0.9630,0.9656,0.0010,0.9648,0.9636,0.9661,0.0010,0.9795,0.9788,0.9810,0.0009,0.9718,0.9710,0.9733,0.0009,4821.2000,4815,4828,4.9699,178.8000,172,185,4.9699,102.4000,95,106,4.3359,4897.6000,4894,4905,4.3359
nomic512,512,svm,kernel-linear,0.9847,0.9847,0.9847,,0.9880,0.9880,0.9880,,0.9814,0.9814,0.9814,,0.9815,0.9815,0.9815,,0.9880,0.9880,0.9880,,0.9847,0.9847,0.9847,,4907.0000,4907,4907,,93.0000,93,93,,60.0000,60,60,,4940.0000,4940,4940,
nomic512,512,svm,kernel-poly,0.9921,0.9921,0.9921,,0.9940,0.9940,0.9940,,0.9902,0.9902,0.9902,,0.9902,0.9902,0.9902,,0.9940,0.9940,0.9940,,0.9921,0.9921,0.9921,,4951.0000,4951,4951,,49.0000,49,49,,30.0000,30,30,,4970.0000,4970,4970,
nomic512,512,svm,kernel-rbf,0.9909,0.9909,0.9909,,0.9928,0.9928,0.9928,,0.9890,0.9890,0.9890,,0.9890,0.9890,0.9890,,0.9928,0.9928,0.9928,,0.9909,0.9909,0.9909,,4945.0000,4945,4945,,55.0000,55,55,,36.0000,36,36,,4964.0000,4964,4964,
nomic512,512,svm,kernel-sigmoid,0.9704,0.9704,0.9704,,0.9748,0.9748,0.9748,,0.9660,0.9660,0.9660,,0.9663,0.9663,0.9663,,0.9748,0.9748,0.9748,,0.9704,0.9704,0.9704,,4830.0000,4830,4830,,170.0000,170,170,,126.0000,126,126,,4874.0000,4874,4874,
nomic64,64,logistic_regression,max_iter-100,0.9287,0.9287,0.9287,,0.9334,0.9334,0.9334,,0.9240,0.9240,0.9240,,0.9247,0.9247,0.9247,,0.9334,0.9334,0.9334,,0.9287,0.9287,0.9287,,4620.0000,4620,4620,,380.0000,380,380,,333.0000,333,333,,4667.0000,4667,4667,
nomic64,64,logistic_regression,max_iter-50,0.9287,0.9287,0.9287,,0.9334,0.9334,0.9334,,0.9240,0.9240,0.9240,,0.9247,0.9247,0.9247,,0.9334,0.9334,0.9334,,0.9287,0.9287,0.9287,,4620.0000,4620,4620,,380.0000,380,380,,333.0000,333,333,,4667.0000,4667,4667,
nomic64,64,logistic_regression,max_iter-500,0.9287,0.9287,0.9287,,0.9334,0.9334,0.9334,,0.9240,0.9240,0.9240,,0.9247,0.9247,0.9247,,0.9334,0.9334,0.9334,,0.9287,0.9287,0.9287,,4620.0000,4620,4620,,380.0000,380,380,,333.0000,333,333,,4667.0000,4667,4667,
nomic64,64,mlp,num_layers-2_dropout-0.1,0.9422,0.9400,0.9448,0.0019,0.9491,0.9448,0.9508,0.0025,0.9354,0.9314,0.9402,0.0032,0.9363,0.9327,0.9407,0.0030,0.9491,0.9448,0.9508,0.0025,0.9422,0.9400,0.9448,0.0019,4677.0000,4657,4701,16.1400,323.0000,299,343,16.1400,254.6000,246,276,12.3004,4745.4000,4724,4754,12.3004
nomic64,64,mlp,num_layers-2_dropout-0.2,0.9418,0.9403,0.9440,0.0016,0.9484,0.9444,0.9500,0.0023,0.9352,0.9320,0.9380,0.0024,0.9360,0.9331,0.9387,0.0022,0.9484,0.9444,0.9500,0.0023,0.9418,0.9403,0.9440,0.0016,4675.8000,4660,4690,11.7983,324.2000,310,340,11.7983,257.8000,250,278,11.4543,4742.2000,4722,4750,11.4543
nomic64,64,mlp,num_layers-2_dropout-0.3,0.9412,0.9397,0.9426,0.0013,0.9473,0.9450,0.9488,0.0016,0.9350,0.9330,0.9372,0.0018,0.9358,0.9339,0.9379,0.0017,0.9473,0.9450,0.9488,0.0016,0.9411,0.9397,0.9426,0.0013,4675.0000,4665,4686,9.1652,325.0000,314,335,9.1652,263.4000,256,275,7.9246,4736.6000,4725,4744,7.9246
nomic64,64,mlp,num_layers-3_dropout-0.1,0.9643,0.9620,0.9654,0.0014,0.9668,0.9618,0.9702,0.0034,0.9618,0.9598,0.9634,0.0013,0.9620,0.9602,0.9635,0.0012,0.9668,0.9618,0.9702,0.0034,0.9643,0.9620,0.9654,0.0014,4808.8000,4799,4817,6.5727,191.2000,183,201,6.5727,165.8000,149,191,17.0206,4834.2000,4809,4851,17.0206
nomic64,64,mlp,num_layers-3_dropout-0.2,0.9618,0.9604,0.9629,0.0010,0.9660,0.9628,0.9688,0.0028,0.9576,0.9556,0.9594,0.0013,0.9580,0.9562,0.9595,0.0012,0.9660,0.9628,0.9688,0.0028,0.9618,0.9604,0.9629,0.0010,4788.0000,4778,4797,6.7454,212.0000,203,222,6.7454,169.8000,156,186,14.1138,4830.2000,4814,4844,14.1138
nomic64,64,mlp,num_layers-3_dropout-0.3,0.9595,0.9588,0.9604,0.0006,0.9656,0.9642,0.9670,0.0011,0.9534,0.9510,0.9566,0.0021,0.9540,0.9518,0.9569,0.0019,0.9656,0.9642,0.9670,0.0011,0.9595,0.9588,0.9604,0.0006,4767.0000,4755,4783,10.4163,233.0000,217,245,10.4163,172.2000,165,179,5.4037,4827.8000,4821,4835,5.4037
nomic64,64,naive_bayes,none-e,0.8924,0.8924,0.8924,,0.8936,0.8936,0.8936,,0.8912,0.8912,0.8912,,0.8915,0.8915,0.8915,,0.8936,0.8936,0.8936,,0.8924,0.8924,0.8924,,4456.0000,4456,4456,,544.0000,544,544,,532.0000,532,532,,4468.0000,4468,4468,
nomic64,64,naive_bayes,none-n,0.8924,0.8924,0.8924,0.0000,0.8936,0.8936,0.8936,0.0000,0.8912,0.8912,0.8912,0.0000,0.8915,0.8915,0.8915,0.0000,0.8936,0.8936,0.8936,0.0000,0.8924,0.8924,0.8924,0.0000,4456.0000,4456,4456,0.0000,544.0000,544,544,0.0000,532.0000,532,532,0.0000,4468.0000,4468,4468,0.0000
nomic64,64,naive_bayes,none-o,0.8924,0.8924,0.8924,,0.8936,0.8936,0.8936,,0.8912,0.8912,0.8912,,0.8915,0.8915,0.8915,,0.8936,0.8936,0.8936,,0.8924,0.8924,0.8924,,4456.0000,4456,4456,,544.0000,544,544,,532.0000,532,532,,4468.0000,4468,4468,
nomic64,64,random_forest,n_estimators-100,0.9467,0.9458,0.9473,0.0006,0.9450,0.9426,0.9474,0.0018,0.9484,0.9470,0.9494,0.0011,0.9482,0.9470,0.9492,0.0010,0.9450,0.9426,0.9474,0.0018,0.9467,0.9458,0.9473,0.0006,4742.0000,4735,4747,5.5678,258.0000,253,265,5.5678,275.2000,263,287,8.7864,4724.8000,4713,4737,8.7864
nomic64,64,random_forest,n_estimators-200,0.9483,0.9471,0.9491,0.0008,0.9472,0.9458,0.9478,0.0008,0.9495,0.9484,0.9508,0.0009,0.9494,0.9483,0.9506,0.0009,0.9472,0.9458,0.9478,0.0008,0.9483,0.9471,0.9491,0.0008,4747.6000,4742,4754,4.3932,252.4000,246,258,4.3932,264.2000,261,271,3.9623,4735.8000,4729,4739,3.9623
nomic64,64,random_forest,n_estimators-80,0.9458,0.9447,0.9462,0.0006,0.9441,0.9428,0.9460,0.0013,0.9475,0.9446,0.9494,0.0020,0.9473,0.9446,0.9491,0.0019,0.9441,0.9428,0.9460,0.0013,0.9458,0.9447,0.9462,0.0006,4737.4000,4723,4747,10.0648,262.6000,253,277,10.0648,279.6000,270,286,6.5422,4720.4000,4714,4730,6.5422
nomic64,64,svm,kernel-linear,0.9295,0.9295,0.9295,,0.9382,0.9382,0.9382,,0.9208,0.9208,0.9208,,0.9222,0.9222,0.9222,,0.9382,0.9382,0.9382,,0.9295,0.9295,0.9295,,4604.0000,4604,4604,,396.0000,396,396,,309.0000,309,309,,4691.0000,4691,4691,
nomic64,64,svm,kernel-poly,0.9714,0.9714,0.9714,,0.9764,0.9764,0.9764,,0.9664,0.9664,0.9664,,0.9667,0.9667,0.9667,,0.9764,0.9764,0.9764,,0.9714,0.9714,0.9714,,4832.0000,4832,4832,,168.0000,168,168,,118.0000,118,118,,4882.0000,4882,4882,
nomic64,64,svm,kernel-rbf,0.9673,0.9673,0.9673,,0.9734,0.9734,0.9734,,0.9612,0.9612,0.9612,,0.9617,0.9617,0.9617,,0.9734,0.9734,0.9734,,0.9673,0.9673,0.9673,,4806.0000,4806,4806,,194.0000,194,194,,133.0000,133,133,,4867.0000,4867,4867,
nomic64,64,svm,kernel-sigmoid,0.8672,0.8672,0.8672,,0.8584,0.8584,0.8584,,0.8760,0.8760,0.8760,,0.8738,0.8738,0.8738,,0.8584,0.8584,0.8584,,0.8672,0.8672,0.8672,,4380.0000,4380,4380,,620.0000,620,620,,708.0000,708,708,,4292.0000,4292,4292,
nomic768,768,logistic_regression,max_iter-100,0.9810,0.9810,0.9810,,0.9862,0.9862,0.9862,,0.9758,0.9758,0.9758,,0.9760,0.9760,0.9760,,0.9862,0.9862,0.9862,,0.9810,0.9810,0.9810,,4879.0000,4879,4879,,121.0000,121,121,,69.0000,69,69,,4931.0000,4931,4931,
nomic768,768,logistic_regression,max_iter-50,0.9810,0.9810,0.9810,,0.9862,0.9862,0.9862,,0.9758,0.9758,0.9758,,0.9760,0.9760,0.9760,,0.9862,0.9862,0.9862,,0.9810,0.9810,0.9810,,4879.0000,4879,4879,,121.0000,121,121,,69.0000,69,69,,4931.0000,4931,4931,
nomic768,768,logistic_regression,max_iter-500,0.9810,0.9810,0.9810,,0.9862,0.9862,0.9862,,0.9758,0.9758,0.9758,,0.9760,0.9760,0.9760,,0.9862,0.9862,0.9862,,0.9810,0.9810,0.9810,,4879.0000,4879,4879,,121.0000,121,121,,69.0000,69,69,,4931.0000,4931,4931,
nomic768,768,mlp,num_layers-2_dropout-0.1,0.9868,0.9865,0.9871,0.0003,0.9887,0.9876,0.9910,0.0015,0.9848,0.9826,0.9866,0.0017,0.9849,0.9827,0.9866,0.0016,0.9887,0.9876,0.9910,0.0015,0.9868,0.9865,0.9871,0.0003,4924.0000,4913,4933,8.3367,76.0000,67,87,8.3367,56.4000,45,62,7.3348,4943.6000,4938,4955,7.3348
nomic768,768,mlp,num_layers-2_dropout-0.2,0.9867,0.9862,0.9874,0.0005,0.9890,0.9876,0.9912,0.0014,0.9844,0.9828,0.9868,0.0017,0.9845,0.9829,0.9868,0.0016,0.9890,0.9876,0.9912,0.0014,0.9867,0.9862,0.9874,0.0005,4922.0000,4914,4934,8.3367,78.0000,66,86,8.3367,55.2000,44,62,7.1204,4944.8000,4938,4956,7.1204
nomic768,768,mlp,num_layers-2_dropout-0.3,0.9862,0.9858,0.9865,0.0003,0.9885,0.9876,0.9902,0.0011,0.9838,0.9828,0.9854,0.0011,0.9839,0.9829,0.9854,0.0010,0.9885,0.9876,0.9902,0.0011,0.9862,0.9858,0.9865,0.0003,4919.0000,4914,4927,5.4314,81.0000,73,86,5.4314,57.4000,49,62,5.6833,4942.6000,4938,4951,5.6833
nomic768,768,mlp,num_layers-3_dropout-0.1,0.9897,0.9892,0.9903,0.0005,0.9914,0.9870,0.9946,0.0033,0.9880,0.9850,0.9914,0.0027,0.9881,0.9851,0.9914,0.0026,0.9914,0.9870,0.9946,0.0033,0.9897,0.9892,0.9903,0.0005,4940.2000,4925,4957,13.3866,59.8000,43,75,13.3866,42.8000,27,65,16.6193,4957.2000,4935,4973,16.6193
nomic768,768,mlp,num_layers-3_dropout-0.2,0.9896,0.9893,0.9901,0.0004,0.9911,0.9880,0.9936,0.0024,0.9882,0.9850,0.9906,0.0025,0.9882,0.9851,0.9906,0.0025,0.9911,0.9880,0.9936,0.0024,0.9896,0.9893,0.9901,0.0004,4940.8000,4925,4953,12.6965,59.2000,47,75,12.6965,44.4000,32,60,12.1367,4955.6000,4940,4968,12.1367
nomic768,768,mlp,num_layers-3_dropout-0.3,0.9893,0.9887,0.9899,0.0006,0.9910,0.9884,0.9934,0.0018,0.9875,0.9840,0.9894,0.0022,0.9875,0.9841,0.9894,0.0021,0.9910,0.9884,0.9934,0.0018,0.9893,0.9887,0.9899,0.0006,4937.4000,4920,4947,11.0363,62.6000,53,80,11.0363,44.8000,33,58,9.2033,4955.2000,4942,4967,9.2033
nomic768,768,naive_bayes,none-e,0.9458,0.9458,0.9458,,0.9752,0.9752,0.9752,,0.9164,0.9164,0.9164,,0.9210,0.9210,0.9210,,0.9752,0.9752,0.9752,,0.9453,0.9453,0.9453,,4582.0000,4582,4582,,418.0000,418,418,,124.0000,124,124,,4876.0000,4876,4876,
nomic768,768,naive_bayes,none-n,0.9458,0.9458,0.9458,0.0000,0.9752,0.9752,0.9752,0.0000,0.9164,0.9164,0.9164,0.0000,0.9210,0.9210,0.9210,0.0000,0.9752,0.9752,0.9752,0.0000,0.9453,0.9453,0.9453,0.0000,4582.0000,4582,4582,0.0000,418.0000,418,418,0.0000,124.0000,124,124,0.0000,4876.0000,4876,4876,0.0000
nomic768,768,naive_bayes,none-o,0.9458,0.9458,0.9458,,0.9752,0.9752,0.9752,,0.9164,0.9164,0.9164,,0.9210,0.9210,0.9210,,0.9752,0.9752,0.9752,,0.9453,0.9453,0.9453,,4582.0000,4582,4582,,418.0000,418,418,,124.0000,124,124,,4876.0000,4876,4876,
nomic768,768,random_forest,n_estimators-100,0.9754,0.9731,0.9766,0.0013,0.9836,0.9816,0.9848,0.0012,0.9671,0.9646,0.9690,0.0017,0.9677,0.9652,0.9695,0.0016,0.9836,0.9816,0.9848,0.0012,0.9753,0.9731,0.9766,0.0013,4835.6000,4823,4845,8.5323,164.4000,155,177,8.5323,81.8000,76,92,6.2209,4918.2000,4908,4924,6.2209
nomic768,768,random_forest,n_estimators-200,0.9765,0.9755,0.9772,0.0007,0.9851,0.9844,0.9856,0.0004,0.9678,0.9666,0.9692,0.0012,0.9684,0.9672,0.9697,0.0011,0.9851,0.9844,0.9856,0.0004,0.9764,0.9755,0.9772,0.0007,4839.2000,4833,4846,5.9330,160.8000,154,167,5.9330,74.6000,72,78,2.1909,4925.4000,4922,4928,2.1909
nomic768,768,random_forest,n_estimators-80,0.9749,0.9724,0.9765,0.0016,0.9827,0.9802,0.9840,0.0015,0.9672,0.9646,0.9702,0.0021,0.9677,0.9651,0.9706,0.0020,0.9827,0.9802,0.9840,0.0015,0.9749,0.9724,0.9765,0.0016,4835.8000,4823,4851,10.4259,164.2000,149,177,10.4259,86.6000,80,99,7.3007,4913.4000,4901,4920,7.3007
nomic768,768,svm,kernel-linear,0.9866,0.9866,0.9866,,0.9896,0.9896,0.9896,,0.9836,0.9836,0.9836,,0.9837,0.9837,0.9837,,0.9896,0.9896,0.9896,,0.9866,0.9866,0.9866,,4918.0000,4918,4918,,82.0000,82,82,,52.0000,52,52,,4948.0000,4948,4948,
nomic768,768,svm,kernel-poly,0.9930,0.9930,0.9930,,0.9950,0.9950,0.9950,,0.9910,0.9910,0.9910,,0.9910,0.9910,0.9910,,0.9950,0.9950,0.9950,,0.9930,0.9930,0.9930,,4955.0000,4955,4955,,45.0000,45,45,,25.0000,25,25,,4975.0000,4975,4975,
nomic768,768,svm,kernel-rbf,0.9920,0.9920,0.9920,,0.9944,0.9944,0.9944,,0.9896,0.9896,0.9896,,0.9896,0.9896,0.9896,,0.9944,0.9944,0.9944,,0.9920,0.9920,0.9920,,4948.0000,4948,4948,,52.0000,52,52,,28.0000,28,28,,4972.0000,4972,4972,
nomic768,768,svm,kernel-sigmoid,0.9779,0.9779,0.9779,,0.9810,0.9810,0.9810,,0.9748,0.9748,0.9748,,0.9750,0.9750,0.9750,,0.9810,0.9810,0.9810,,0.9779,0.9779,0.9779,,4874.0000,4874,4874,,126.0000,126,126,,95.0000,95,95,,4905.0000,4905,4905,
para,1024,logistic_regression,max_iter-100,0.9919,0.9919,0.9919,,0.9902,0.9902,0.9902,,0.9936,0.9936,0.9936,,0.9936,0.9936,0.9936,,0.9902,0.9902,0.9902,,0.9919,0.9919,0.9919,,4968.0000,4968,4968,,32.0000,32,32,,49.0000,49,49,,4951.0000,4951,4951,
para,1024,logistic_regression,max_iter-50,0.9919,0.9919,0.9919,,0.9902,0.9902,0.9902,,0.9936,0.9936,0.9936,,0.9936,0.9936,0.9936,,0.9902,0.9902,0.9902,,0.9919,0.9919,0.9919,,4968.0000,4968,4968,,32.0000,32,32,,49.0000,49,49,,4951.0000,4951,4951,
para,1024,logistic_regression,max_iter-500,0.9919,0.9919,0.9919,,0.9902,0.9902,0.9902,,0.9936,0.9936,0.9936,,0.9936,0.9936,0.9936,,0.9902,0.9902,0.9902,,0.9919,0.9919,0.9919,,4968.0000,4968,4968,,32.0000,32,32,,49.0000,49,49,,4951.0000,4951,4951,
para,1024,mlp,num_layers-2_dropout-0.1,0.9928,0.9923,0.9932,0.0004,0.9921,0.9910,0.9934,0.0009,0.9936,0.9926,0.9948,0.0008,0.9936,0.9926,0.9948,0.0008,0.9921,0.9910,0.9934,0.0009,0.9928,0.9923,0.9932,0.0004,4967.8000,4963,4974,4.2071,32.2000,26,37,4.2071,39.4000,33,45,4.6152,4960.6000,4955,4967,4.6152
para,1024,mlp,num_layers-2_dropout-0.2,0.9929,0.9927,0.9932,0.0002,0.9920,0.9910,0.9930,0.0008,0.9938,0.9932,0.9948,0.0007,0.9937,0.9932,0.9948,0.0006,0.9920,0.9910,0.9930,0.0008,0.9929,0.9927,0.9932,0.0002,4968.8000,4966,4974,3.2711,31.2000,26,34,3.2711,40.2000,35,45,3.9623,4959.8000,4955,4965,3.9623
para,1024,mlp,num_layers-2_dropout-0.3,0.9928,0.9926,0.9929,0.0001,0.9918,0.9908,0.9924,0.0006,0.9937,0.9930,0.9950,0.0008,0.9937,0.9930,0.9950,0.0008,0.9918,0.9908,0.9924,0.0006,0.9928,0.9926,0.9929,0.0001,4968.6000,4965,4975,3.9115,31.4000,25,35,3.9115,41.0000,38,46,3.1623,4959.0000,4954,4962,3.1623
para,1024,mlp,num_layers-3_dropout-0.1,0.9937,0.9933,0.9947,0.0006,0.9951,0.9938,0.9960,0.0009,0.9924,0.9908,0.9956,0.0019,0.9924,0.9908,0.9956,0.0019,0.9951,0.9938,0.9960,0.0009,0.9937,0.9933,0.9947,0.0006,4961.8000,4954,4978,9.6281,38.2000,22,46,9.6281,24.4000,20,31,4.3932,4975.6000,4969,4980,4.3932
para,1024,mlp,num_layers-3_dropout-0.2,0.9937,0.9927,0.9944,0.0007,0.9951,0.9932,0.9960,0.0012,0.9924,0.9894,0.9956,0.0023,0.9924,0.9895,0.9956,0.0023,0.9951,0.9932,0.9960,0.0012,0.9937,0.9927,0.9944,0.0007,4961.8000,4947,4978,11.5629,38.2000,22,53,11.5629,24.6000,20,34,5.8138,4975.4000,4966,4980,5.8138
para,1024,mlp,num_layers-3_dropout-0.3,0.9940,0.9934,0.9947,0.0005,0.9952,0.9938,0.9960,0.0010,0.9928,0.9908,0.9956,0.0019,0.9928,0.9908,0.9956,0.0018,0.9952,0.9938,0.9960,0.0010,0.9940,0.9934,0.9947,0.0005,4963.8000,4954,4978,9.2844,36.2000,22,46,9.2844,24.2000,20,31,4.9699,4975.8000,4969,4980,4.9699
para,1024,naive_bayes,none-e,0.9054,0.9054,0.9054,,0.9870,0.9870,0.9870,,0.8238,0.8238,0.8238,,0.8485,0.8485,0.8485,,0.9870,0.9870,0.9870,,0.9017,0.9017,0.9017,,4119.0000,4119,4119,,881.0000,881,881,,65.0000,65,65,,4935.0000,4935,4935,
para,1024,naive_bayes,none-n,0.9054,0.9054,0.9054,0.0000,0.9870,0.9870,0.9870,0.0000,0.8238,0.8238,0.8238,0.0000,0.8485,0.8485,0.8485,0.0000,0.9870,0.9870,0.9870,0.0000,0.9017,0.9017,0.9017,0.0000,4119.0000,4119,4119,0.0000,881.0000,881,881,0.0000,65.0000,65,65,0.0000,4935.0000,4935,4935,0.0000
para,1024,naive_bayes,none-o,0.9054,0.9054,0.9054,,0.9870,0.9870,0.9870,,0.8238,0.8238,0.8238,,0.8485,0.8485,0.8485,,0.9870,0.9870,0.9870,,0.9017,0.9017,0.9017,,4119.0000,4119,4119,,881.0000,881,881,,65.0000,65,65,,4935.0000,4935,4935,
para,1024,random_forest,n_estimators-100,0.9867,0.9856,0.9875,0.0008,0.9902,0.9896,0.9906,0.0004,0.9832,0.9816,0.9850,0.0015,0.9834,0.9817,0.9851,0.0015,0.9902,0.9896,0.9906,0.0004,0.9867,0.9856,0.9875,0.0008,4916.2000,4908,4925,7.4632,83.8000,75,92,7.4632,49.2000,47,52,1.9235,4950.8000,4948,4953,1.9235
para,1024,random_forest,n_estimators-200,0.9872,0.9863,0.9880,0.0006,0.9906,0.9898,0.9910,0.0006,0.9837,0.9824,0.9850,0.0012,0.9838,0.9825,0.9851,0.0012,0.9906,0.9898,0.9910,0.0006,0.9872,0.9863,0.9880,0.0006,4918.6000,4912,4925,6.0249,81.4000,75,88,6.0249,47.0000,45,51,2.8284,4953.0000,4949,4955,2.8284
para,1024,random_forest,n_estimators-80,0.9867,0.9853,0.9876,0.0010,0.9900,0.9894,0.9908,0.0006,0.9833,0.9808,0.9848,0.0016,0.9834,0.9810,0.9849,0.0016,0.9900,0.9894,0.9908,0.0006,0.9867,0.9853,0.9876,0.0010,4916.6000,4904,4924,7.9246,83.4000,76,96,7.9246,49.8000,46,53,2.7749,4950.2000,4947,4954,2.7749
para,1024,svm,kernel-linear,0.9929,0.9929,0.9929,,0.9912,0.9912,0.9912,,0.9946,0.9946,0.9946,,0.9946,0.9946,0.9946,,0.9912,0.9912,0.9912,,0.9929,0.9929,0.9929,,4973.0000,4973,4973,,27.0000,27,27,,44.0000,44,44,,4956.0000,4956,4956,
para,1024,svm,kernel-poly,0.9956,0.9956,0.9956,,0.9960,0.9960,0.9960,,0.9952,0.9952,0.9952,,0.9952,0.9952,0.9952,,0.9960,0.9960,0.9960,,0.9956,0.9956,0.9956,,4976.0000,4976,4976,,24.0000,24,24,,20.0000,20,20,,4980.0000,4980,4980,
para,1024,svm,kernel-rbf,0.9967,0.9967,0.9967,,0.9958,0.9958,0.9958,,0.9976,0.9976,0.9976,,0.9976,0.9976,0.9976,,0.9958,0.9958,0.9958,,0.9967,0.9967,0.9967,,4988.0000,4988,4988,,12.0000,12,12,,21.0000,21,21,,4979.0000,4979,4979,
para,1024,svm,kernel-sigmoid,0.9831,0.9831,0.9831,,0.9794,0.9794,0.9794,,0.9868,0.9868,0.9868,,0.9867,0.9867,0.9867,,0.9794,0.9794,0.9794,,0.9831,0.9831,0.9831,,4934.0000,4934,4934,,66.0000,66,66,,103.0000,103,103,,4897.0000,4897,4897,
